DATE,Temperature_Max,Relative_Humidity,Precipitation,Wind_Speed,Surface Soil Wetness,Root Zone Soil Wetness
4/30/16,21.18,57.19,0.03,1.84,0.59,0.62
5/1/16,20.24,50.06,0.41,2.45,0.59,0.62
5/2/16,22.86,50.25,0.44,2.27,0.58,0.62
5/3/16,25.36,46.75,0.01,2.08,0.57,0.61
5/4/16,22.32,58.56,0.03,2.22,0.57,0.6
5/5/16,15.75,82.31,4.24,1.83,0.59,0.6
5/6/16,14.96,79.75,4.34,1.41,0.59,0.61
5/7/16,13.62,85.19,2.24,1.24,0.59,0.61
5/8/16,16.89,80.19,0.34,1.69,0.59,0.61
5/9/16,22.53,68.06,0,1.88,0.58,0.61
5/10/16,23.87,59.19,0,2.04,0.57,0.6
5/11/16,26.14,38.75,0,2.61,0.55,0.59
5/12/16,28.78,38.75,0,2.15,0.55,0.59
5/13/16,27.75,42.75,0,1.92,0.54,0.59
5/14/16,22.34,55.62,0,2.13,0.54,0.58
5/15/16,21.64,58.31,0,2.66,0.54,0.58
5/16/16,22.95,60.06,0.44,2.57,0.54,0.57
5/17/16,26.56,45.19,0.09,2.05,0.53,0.57
5/18/16,27.66,46.75,0,2.54,0.52,0.56
5/19/16,25.04,45.56,0,2.2,0.52,0.55
5/20/16,14.92,61.19,0,2.26,0.52,0.55
5/21/16,16.01,60.69,0.03,2.34,0.52,0.55
5/22/16,18.24,60.12,0,2.09,0.52,0.55
5/23/16,17.83,57.94,0.31,2.5,0.52,0.55
5/24/16,15.87,68.94,1.14,1.8,0.52,0.55
5/25/16,15.65,74.81,5.48,1.84,0.55,0.55
5/26/16,21.77,63.44,0.59,2.38,0.52,0.55
5/27/16,25.25,51.5,0.11,2.4,0.52,0.55
5/28/16,26.06,49.94,0.76,2.12,0.51,0.55
5/29/16,26.71,49.88,0.34,2.09,0.51,0.54
5/30/16,29.38,48.75,0.46,2.39,0.5,0.54
5/31/16,32.15,40.06,0.01,2.55,0.48,0.53
6/1/16,32.83,33.56,0,2.42,0.48,0.52
6/2/16,32.29,29.06,0,2.2,0.47,0.52
6/3/16,34.67,31.94,0,2.51,0.45,0.52
6/4/16,34.51,27.56,0,2.25,0.44,0.52
6/5/16,33.05,30.88,0,2.73,0.42,0.51
6/6/16,32.62,36.69,0,2.52,0.41,0.51
6/7/16,33.67,35.31,0,2.41,0.4,0.5
6/8/16,33.81,29.75,0,2.09,0.39,0.5
6/9/16,29.48,29.75,0,1.64,0.38,0.5
6/10/16,27.85,36,0,1.91,0.38,0.49
6/11/16,27.37,39.75,4.24,2.37,0.41,0.5
6/12/16,23.75,56.38,4.73,1.73,0.46,0.5
6/13/16,27.62,42.62,0.04,2.68,0.43,0.51
6/14/16,25.55,35.38,0,2.5,0.41,0.5
6/15/16,20.35,40.69,0,2.11,0.41,0.5
6/16/16,23.63,35.19,0,2.17,0.4,0.5
6/17/16,26.09,39.06,0,2.13,0.39,0.49
6/18/16,27.13,43.88,0,2.04,0.38,0.49
6/19/16,33.55,25.38,0,2.27,0.38,0.49
6/20/16,36.64,21.94,0,2.41,0.37,0.49
6/21/16,36.72,21.25,0,2.46,0.36,0.48
6/22/16,35.82,18.81,0,2.68,0.35,0.48
6/23/16,34.81,17.38,0,2.7,0.34,0.48
6/24/16,32.34,24.06,0,2.62,0.34,0.48
6/25/16,35.49,21.62,0,2.63,0.34,0.48
6/26/16,35.83,20.62,0,2.62,0.34,0.48
6/27/16,38.48,21.19,0,2.86,0.33,0.47
6/28/16,37.6,21.44,0.24,2.59,0.32,0.47
6/29/16,37.56,24.31,0.38,2.8,0.31,0.47
6/30/16,35.79,19.62,0.03,2.3,0.3,0.47
7/1/16,35.5,22.31,0,2.36,0.29,0.46
7/2/16,34.61,25.44,0.08,2.41,0.27,0.46
7/3/16,34.38,22,0.04,2.33,0.26,0.46
7/4/16,33.44,21.94,0,2.6,0.24,0.46
7/5/16,32.56,22.31,0,2.28,0.23,0.46
7/6/16,32.26,26.12,0,2.38,0.23,0.46
7/7/16,31.76,27.62,0,2.17,0.22,0.46
7/8/16,31.74,29.38,0,2.21,0.21,0.46
7/9/16,31.44,36.44,0,2.54,0.2,0.46
7/10/16,28.39,31.31,0,2.56,0.2,0.46
7/11/16,30.68,21.19,0,2.43,0.2,0.46
7/12/16,32.29,19.62,0,2.5,0.19,0.46
7/13/16,34.4,19.62,0,2.47,0.19,0.46
7/14/16,36.17,15.81,0,2.43,0.18,0.46
7/15/16,35.89,12.75,0,2.27,0.17,0.45
7/16/16,34.29,17.06,0,2.35,0.16,0.45
7/17/16,33.64,19.5,0,2.3,0.16,0.45
7/18/16,31.39,20.31,0,2.28,0.16,0.45
7/19/16,31.84,18.94,0,2.22,0.16,0.45
7/20/16,33.68,17,0,2.05,0.16,0.45
7/21/16,34.76,15.88,0,2.45,0.15,0.45
7/22/16,35.97,13.75,0,2.48,0.15,0.45
7/23/16,37.47,12.56,0,2.67,0.15,0.45
7/24/16,38.05,10.81,0,2.37,0.14,0.45
7/25/16,36.4,13.62,0,2.23,0.14,0.45
7/26/16,38.2,13.38,0,2.55,0.13,0.45
7/27/16,38.72,14.5,0,2.48,0.13,0.45
7/28/16,38.71,15.69,0.01,2.21,0.13,0.45
7/29/16,39.21,16.56,0.01,2.22,0.13,0.45
7/30/16,38.08,18.75,0.08,2.48,0.12,0.45
7/31/16,35.19,21.12,0,2.4,0.12,0.45
8/1/16,34.28,21.38,0,2.33,0.12,0.45
8/2/16,35.57,18.62,0.11,2.12,0.12,0.45
8/3/16,34.83,16.62,0,2.5,0.12,0.45
8/4/16,34.05,15,0.04,2.27,0.12,0.45
8/5/16,31.7,15.81,0,2.02,0.12,0.45
8/6/16,31.8,16.06,0,2.48,0.12,0.45
8/7/16,31.52,16.56,0,2.41,0.12,0.45
8/8/16,32.83,14,0,2.42,0.12,0.45
8/9/16,31.47,17.19,0,2.17,0.12,0.45
8/10/16,30.84,23.19,0,2.1,0.12,0.45
8/11/16,32.28,20.88,0,2.34,0.12,0.45
8/12/16,34.42,19.69,0,2.57,0.12,0.45
8/13/16,36.7,15.12,0,2.7,0.12,0.45
8/14/16,36.51,16.81,0,2.41,0.12,0.45
8/15/16,34.05,20.06,0,2.32,0.12,0.45
8/16/16,32.74,17.44,0,2.3,0.12,0.45
8/17/16,34.41,14.19,0,2.43,0.11,0.45
8/18/16,34.08,16.38,0,2.59,0.11,0.45
8/19/16,34.19,19.31,0,2.49,0.11,0.45
8/20/16,34.01,21.94,0.01,2.43,0.11,0.45
8/21/16,33.23,21.81,0.06,2.44,0.11,0.45
8/22/16,31.98,28.25,0.28,2.02,0.11,0.45
8/23/16,32.37,29,0.01,2.54,0.11,0.45
8/24/16,32.9,20.31,0,2.5,0.11,0.45
8/25/16,31.43,17.06,0,2.3,0.11,0.45
8/26/16,29.66,23.62,0,2.3,0.11,0.45
8/27/16,29.26,32.06,0.06,2.13,0.11,0.45
8/28/16,32.3,23.5,0,2.42,0.11,0.45
8/29/16,33.53,18.56,0,2.41,0.11,0.45
8/30/16,33.69,20.38,0,1.97,0.11,0.45
8/31/16,31.91,24.94,0,2.09,0.11,0.45
9/1/16,30.99,27.94,0,1.97,0.11,0.45
9/2/16,29.75,24.81,0,2.16,0.11,0.45
9/3/16,26.67,29.69,0,1.98,0.11,0.45
9/4/16,23.77,38.19,0,2.04,0.11,0.45
9/5/16,26.24,34.38,0,2.42,0.11,0.45
9/6/16,29.59,21.31,0,2.46,0.11,0.45
9/7/16,30.98,18.88,0,2.48,0.11,0.45
9/8/16,30.93,24.75,0,2.53,0.11,0.45
9/9/16,33.36,24.12,0,2.32,0.11,0.45
9/10/16,31.8,22.5,0.06,2.38,0.11,0.45
9/11/16,29.76,28.38,0.7,2.41,0.12,0.45
9/12/16,26.29,37.44,0.46,2.18,0.14,0.45
9/13/16,17.13,54.88,0.13,1.91,0.14,0.45
9/14/16,23.58,44,0,2.18,0.14,0.45
9/15/16,27.09,32.5,0,2.55,0.14,0.45
9/16/16,29.05,26.25,0,2.63,0.14,0.45
9/17/16,31.55,18.56,0,2.66,0.14,0.45
9/18/16,33.28,15.19,0,2.83,0.13,0.45
9/19/16,34.75,16.81,0,2.09,0.13,0.45
9/20/16,30.2,24.88,0,1.82,0.13,0.45
9/21/16,26.89,34.25,0.42,1.89,0.13,0.45
9/22/16,17.23,58.81,0.01,2.22,0.14,0.45
9/23/16,24.03,34.31,0,2.6,0.13,0.45
9/24/16,28.94,26.12,0,2.43,0.13,0.45
9/25/16,32.99,17.12,0,3.14,0.13,0.45
9/26/16,31.91,18.25,0,2.84,0.13,0.45
9/27/16,32.29,17.38,0,2.55,0.13,0.45
9/28/16,31.37,21.31,0,2.62,0.13,0.45
9/29/16,29.22,31.69,0,2.24,0.13,0.45
9/30/16,27.23,30.12,0,2.08,0.13,0.45
10/1/16,23.58,37.44,0,1.88,0.13,0.45
10/2/16,18.52,43.38,0,2.38,0.13,0.45
10/3/16,18.15,47.44,0.01,1.95,0.13,0.45
10/4/16,20.05,43.62,0,2.19,0.13,0.45
10/5/16,19.74,35.12,0,2.49,0.13,0.45
10/6/16,22.94,22.44,0,2.59,0.13,0.45
10/7/16,26.5,17.81,0,2.58,0.13,0.45
10/8/16,28,16.56,0,2.66,0.12,0.45
10/9/16,28.99,15.06,0,2.4,0.12,0.45
10/10/16,26.09,23.69,0,2.39,0.12,0.45
10/11/16,23.2,33.38,0,2.05,0.12,0.45
10/12/16,23.01,35.56,0,1.92,0.12,0.45
10/13/16,24.1,25.25,0,1.6,0.12,0.45
10/14/16,22.07,27.5,0.04,1.84,0.12,0.45
10/15/16,20.58,74.19,2.05,2.41,0.14,0.45
10/16/16,16.9,87.19,12.89,3.91,0.35,0.47
10/17/16,18.08,66.88,2.04,1.96,0.45,0.48
10/18/16,20.48,45.31,0,2.45,0.42,0.48
10/19/16,23.98,37.31,0,2.34,0.41,0.48
10/20/16,26.78,30.56,0,2.48,0.41,0.48
10/21/16,27.05,25.69,0,2.21,0.4,0.48
10/22/16,25.61,29.31,0,2.28,0.4,0.48
10/23/16,24.14,39,0.22,2.91,0.39,0.48
10/24/16,19.12,65.44,1.46,2.49,0.41,0.48
10/25/16,21.51,48.25,0.01,2.09,0.4,0.48
10/26/16,24.47,37.81,0,2.23,0.4,0.48
10/27/16,21.94,54.25,6.71,2.27,0.43,0.48
10/28/16,15.42,85.12,20.58,2.18,0.6,0.52
10/29/16,20.56,70.25,0.76,2.68,0.5,0.52
10/30/16,12.5,91.06,24.82,2.41,0.62,0.55
10/31/16,15.47,68.38,0.05,1.59,0.54,0.56
11/1/16,14.66,73.5,0.37,1.84,0.53,0.56
11/2/16,20.73,44.5,0,2.48,0.52,0.55
11/3/16,23.51,36.5,0,2.41,0.52,0.55
11/4/16,23.73,45.12,0,2.33,0.52,0.55
11/5/16,22.23,48,0,2.1,0.52,0.55
11/6/16,18.82,54.12,0,1.59,0.52,0.55
11/7/16,22.23,57.56,0,1.94,0.52,0.55
11/8/16,24.93,49.88,0,2.21,0.52,0.55
11/9/16,24.73,46.25,0,2.27,0.52,0.54
11/10/16,25.87,46.94,0,2.39,0.51,0.54
11/11/16,23.98,43.56,0,2.23,0.51,0.54
11/12/16,21.53,43.25,0,1.72,0.51,0.54
11/13/16,22.21,42.06,0,1.93,0.51,0.53
11/14/16,23.29,38.94,0,2.1,0.51,0.53
11/15/16,21.33,40.25,0,1.7,0.5,0.53
11/16/16,12.01,71.25,0.09,1.9,0.51,0.53
11/17/16,11.7,45.56,0,2.12,0.5,0.53
11/18/16,17.56,38.19,0,2.59,0.5,0.52
11/19/16,18.22,38.31,0,2.91,0.5,0.52
11/20/16,16.72,59.31,2.43,2.3,0.51,0.52
11/21/16,11.37,85.81,2.58,1.59,0.52,0.53
11/22/16,12.96,60.06,0.01,1.72,0.51,0.53
11/23/16,12.27,63.94,0.55,2.09,0.51,0.53
11/24/16,16.87,37.44,0,2.3,0.5,0.53
11/25/16,16.78,33.44,0,2.87,0.5,0.52
11/26/16,11.15,66.25,9.81,2.52,0.52,0.53
11/27/16,4.72,90.38,16.71,2.31,0.58,0.55
11/28/16,6.02,85.5,2.11,2.02,0.56,0.56
11/29/16,10.69,60.12,0,2.46,0.55,0.56
11/30/16,10.67,57.88,0,1.7,0.55,0.57
12/1/16,10.54,66.56,0,1.88,0.54,0.57
12/2/16,8.83,42.75,0,3.59,0.53,0.56
12/3/16,17.91,48.25,0,2.05,0.53,0.56
12/4/16,17.68,50.31,0,1.75,0.53,0.56
12/5/16,13.08,56.25,0,1.49,0.53,0.56
12/6/16,8.31,63.12,0,1.68,0.53,0.56
12/7/16,8.06,61.12,1.09,1.64,0.53,0.56
12/8/16,9.61,92,10.77,2.01,0.59,0.57
12/9/16,14.01,83.38,1.25,1.68,0.56,0.58
12/10/16,13.08,87.62,10.42,1.3,0.59,0.59
12/11/16,13.29,73.88,0.49,1.47,0.58,0.59
12/12/16,13.28,47.56,0,1.25,0.56,0.59
12/13/16,14.5,66,0.01,1.45,0.56,0.59
12/14/16,16.84,62.5,0,2.47,0.56,0.59
12/15/16,13.47,81.75,47.64,2.8,0.65,0.6
12/16/16,4.48,93.62,28.84,1.87,0.74,0.69
12/17/16,4.58,72.69,0,1.88,0.7,0.7
12/18/16,7.87,56.88,0,2.2,0.7,0.7
12/19/16,13.76,42.19,0,1.67,0.7,0.7
12/20/16,16.69,42.31,0,2.11,0.7,0.7
12/21/16,15.05,48.38,0,2.34,0.69,0.7
12/22/16,12.44,67.38,0,2.02,0.69,0.7
12/23/16,6.98,82.5,21,2.89,0.72,0.7
12/24/16,3.32,92.38,1.31,2.21,0.72,0.71
12/25/16,3.08,78.81,0.04,1.66,0.71,0.71
12/26/16,8.13,61.88,0,1.69,0.72,0.71
12/27/16,12.6,64.44,0,1.84,0.72,0.72
12/28/16,13.41,65.06,0,2.22,0.72,0.72
12/29/16,18.84,49.81,0,2.35,0.71,0.71
12/30/16,10.11,64.31,0.2,1.29,0.71,0.71
12/31/16,8.32,85.25,1.64,1.66,0.72,0.71
1/1/17,6.98,73.19,0,1.32,0.71,0.71
1/2/17,4.24,75.12,0.02,1.55,0.71,0.71
1/3/17,8.14,80.69,9.73,2.38,0.72,0.71
1/4/17,4.19,98.5,47.92,2.79,0.82,0.74
1/5/17,3.42,97.25,11.48,1.52,0.83,0.78
1/6/17,4.72,74.12,0.17,2.65,0.81,0.79
1/7/17,4.63,93,57.84,3.47,0.89,0.82
1/8/17,8.48,92.56,53.52,4.52,0.93,0.89
1/9/17,5.94,98.31,26.44,2.28,0.94,0.94
1/10/17,5.21,94.94,29.96,2.66,0.92,0.94
1/11/17,4.39,98.25,16.77,2.26,0.94,0.95
1/12/17,3.64,98,27.96,2.22,0.95,0.97
1/13/17,5.48,88.56,1.03,2.33,0.94,0.97
1/14/17,9.79,81.38,0.03,2.27,0.94,0.97
1/15/17,9.62,73.62,0,1.59,0.94,0.97
1/16/17,10.55,71.62,0,2.85,0.94,0.97
1/17/17,12.6,58.81,0,1.78,0.94,0.96
1/18/17,8.97,74.25,16.07,2.27,0.94,0.96
1/19/17,4.46,94.44,17.1,1.74,0.95,0.97
1/20/17,3.28,96.94,31.65,3.02,0.95,0.98
1/21/17,3.37,95.06,7.63,2.04,0.95,0.98
1/22/17,2.57,97.56,41.49,5.06,0.96,0.98
1/23/17,2.2,93,15.92,1.81,0.95,0.98
1/24/17,3.3,87,0.02,2.09,0.95,0.98
1/25/17,3.94,80.12,0,1.81,0.95,0.98
1/26/17,4.01,81.31,0.05,1.94,0.95,0.98
1/27/17,5.2,84.31,0,3.13,0.95,0.98
1/28/17,10.87,52.69,0,2.48,0.95,0.98
1/29/17,13.22,43.31,0,2.53,0.96,0.98
1/30/17,15.8,42.44,0,2.17,0.96,0.98
1/31/17,18.91,43.06,0,1.99,0.95,0.98
2/1/17,14.44,56.62,0.01,2.16,0.95,0.98
2/2/17,10.95,88.94,2.87,2.2,0.95,0.98
2/3/17,9.15,98.56,26.54,2.91,0.96,0.98
2/4/17,11.51,79.88,0.14,1.41,0.95,0.98
2/5/17,10.3,78.62,4.44,2.42,0.95,0.98
2/6/17,7.4,96.69,17.11,2.72,0.96,0.98
2/7/17,7.48,96.31,58.21,2.84,0.98,0.99
2/8/17,13.03,86.94,4.45,2.04,0.97,0.99
2/9/17,13.83,83.69,4.76,2.3,0.97,0.99
2/10/17,8.04,94.38,29.79,1.84,0.98,0.99
2/11/17,11.44,85.69,2.1,1.83,0.98,0.99
2/12/17,14.09,75.25,0,3.05,0.97,0.99
2/13/17,15.42,67.31,0,1.88,0.96,0.98
2/14/17,17.13,64.56,0,1.98,0.95,0.98
2/15/17,18.52,46.75,0,1.91,0.95,0.98
2/16/17,12.02,77.12,3.06,2.35,0.95,0.98
2/17/17,6.19,91.19,20.92,4.82,0.95,0.98
2/18/17,9.69,91.12,3.72,1.73,0.95,0.98
2/19/17,9.85,90,5.33,1.84,0.95,0.98
2/20/17,8.33,96.25,29.4,4.16,0.96,0.99
2/21/17,8.12,96.81,15.32,3.17,0.97,0.99
2/22/17,7.26,88.81,1.33,1.94,0.96,0.99
2/23/17,4.28,81,0.07,1.98,0.96,0.98
2/24/17,5.87,66.5,0.06,1.59,0.96,0.98
2/25/17,7.26,66.69,0.09,1.59,0.95,0.98
2/26/17,7.14,71.31,0.04,1.52,0.95,0.98
2/27/17,6.11,83.62,2.31,1.34,0.95,0.98
2/28/17,8.13,76.12,0.01,1.89,0.95,0.98
3/1/17,12.54,67.12,0,1.8,0.95,0.98
3/2/17,16.01,50.94,0,1.93,0.94,0.97
3/3/17,16.05,44.88,0,1.89,0.94,0.97
3/4/17,12.97,68.94,0.03,2.38,0.93,0.96
3/5/17,4.08,92.44,17.42,3.41,0.94,0.96
3/6/17,5.55,77.06,0.02,2,0.94,0.97
3/7/17,12.4,68.94,0,1.59,0.94,0.97
3/8/17,17.48,70.31,0,1.61,0.93,0.96
3/9/17,19.66,66.12,0,1.72,0.93,0.96
3/10/17,20.49,61.5,0,1.42,0.92,0.95
3/11/17,20.3,64.31,0,2.11,0.92,0.95
3/12/17,21.29,60.44,0,1.92,0.91,0.95
3/13/17,25.01,51.56,0,1.91,0.91,0.94
3/14/17,23.31,45.62,0,2.01,0.91,0.93
3/15/17,20.65,57.75,0,2.19,0.91,0.92
3/16/17,22.23,62,0,1.7,0.9,0.92
3/17/17,21.63,59.06,0,1.46,0.89,0.91
3/18/17,19.7,64.44,0,1.78,0.89,0.91
3/19/17,20.14,60.19,0,1.71,0.89,0.9
3/20/17,15.82,76.12,0.05,2.05,0.88,0.89
3/21/17,13.23,92.56,14.68,2.93,0.9,0.9
3/22/17,10.37,90.56,3.34,2.2,0.9,0.91
3/23/17,12.44,79,0.04,1.92,0.89,0.91
3/24/17,14.18,72.38,10.75,1.91,0.9,0.9
3/25/17,13.48,85.56,2.99,1.72,0.9,0.91
3/26/17,12.77,76.81,0.72,1.41,0.89,0.91
3/27/17,11.82,80.62,1.57,2.91,0.89,0.9
3/28/17,17.62,64.75,0,2.08,0.88,0.89
3/29/17,20.27,65.44,0,1.69,0.88,0.89
3/30/17,10.98,79.94,3.11,3.2,0.88,0.88
3/31/17,15.89,68.12,0.05,2.34,0.88,0.88
4/1/17,19.63,66.25,0,2.32,0.87,0.87
4/2/17,20.4,61.38,0,1.85,0.86,0.86
4/3/17,17.1,68.31,0,1.86,0.86,0.85
4/4/17,19.38,57.25,0,1.68,0.85,0.84
4/5/17,19.27,59.38,0,2.07,0.85,0.84
4/6/17,13.87,73.31,8.11,2.45,0.85,0.84
4/7/17,10.06,89.31,37.72,3.29,0.89,0.85
4/8/17,6.86,87.94,8.48,2.62,0.9,0.88
4/9/17,12.43,64.38,0,2.05,0.88,0.88
4/10/17,16.83,56.31,0,1.88,0.88,0.88
4/11/17,16.49,64.31,0.01,1.84,0.87,0.88
4/12/17,18.18,73.06,0,2.41,0.87,0.87
4/13/17,10.93,87.75,10.99,2.63,0.88,0.87
4/14/17,14.48,65.5,0,2.32,0.87,0.87
4/15/17,17.62,56.81,0,1.56,0.86,0.86
4/16/17,18.23,59.75,0.84,2.25,0.85,0.85
4/17/17,16.32,82.25,5.44,1.65,0.86,0.85
4/18/17,14.74,86.12,19.81,1.59,0.88,0.87
4/19/17,17.3,65.12,0.05,1.82,0.87,0.87
4/20/17,17.14,65.12,0,2.63,0.86,0.86
4/21/17,21.61,66.62,0,1.74,0.85,0.84
4/22/17,21.86,65.69,0,1.23,0.84,0.84
4/23/17,18,67.19,0,1.77,0.84,0.83
4/24/17,15.42,74.94,0.04,2.6,0.83,0.82
4/25/17,16.75,78.06,0,2.63,0.82,0.82
4/26/17,18.07,80.81,0,2.2,0.82,0.81
4/27/17,18.23,76.19,0,3.07,0.81,0.8
4/28/17,17.45,62.94,0,3.22,0.8,0.8
4/29/17,20.32,49.94,0,2.52,0.79,0.79
4/30/17,22.42,57.62,0,2.05,0.78,0.77
5/1/17,24.81,62.19,0,2.1,0.77,0.77
5/2/17,25.93,61.38,0,2.12,0.76,0.76
5/3/17,27.71,61.62,0,2.35,0.74,0.74
5/4/17,28.43,59.06,0,2.32,0.73,0.73
5/5/17,21.02,66.19,0,1.55,0.73,0.73
5/6/17,12.62,82.31,1.16,1.68,0.73,0.73
5/7/17,17.38,74,1.98,1.48,0.73,0.72
5/8/17,22.2,65.81,0.2,1.75,0.72,0.72
5/9/17,24.47,56.25,0,2.04,0.7,0.71
5/10/17,23.01,70.06,0,1.85,0.69,0.7
5/11/17,22.14,72.75,0,1.45,0.68,0.7
5/12/17,16.87,68.06,0.08,2.09,0.67,0.69
5/13/17,17.08,57.56,0,2.55,0.66,0.68
5/14/17,15.36,57.19,0,1.67,0.66,0.68
5/15/17,12.3,80.44,3.04,2.34,0.66,0.67
5/16/17,16.35,71.88,0.11,2.27,0.66,0.67
5/17/17,17.12,69,0.05,2.81,0.65,0.67
5/18/17,22.56,48.88,0,2.7,0.64,0.66
5/19/17,24.3,46.12,0,2.39,0.62,0.66
5/20/17,26.62,50.5,0,2.38,0.62,0.65
5/21/17,27.9,49.69,0.01,2.41,0.6,0.64
5/22/17,29.96,47.19,0,2.49,0.59,0.63
5/23/17,30.98,45.06,0,2.24,0.59,0.62
5/24/17,28.41,49.56,0.01,2.13,0.58,0.62
5/25/17,22.55,59.88,0,1.94,0.57,0.61
5/26/17,19.58,70.69,0,1.65,0.57,0.6
5/27/17,24.55,55.94,0,2.02,0.56,0.6
5/28/17,28.19,48.88,0,2.21,0.55,0.59
5/29/17,30.26,44.5,0,2.06,0.55,0.59
5/30/17,27.58,45.62,0,1.73,0.54,0.58
5/31/17,21.08,65.12,0.85,1.48,0.55,0.58
6/1/17,25.63,58.88,0,2.41,0.54,0.58
6/2/17,30.08,48.88,0,2.25,0.53,0.57
6/3/17,31.15,41.19,0,2.33,0.52,0.56
6/4/17,28.4,40.88,0,2.27,0.52,0.55
6/5/17,29.86,33.31,0,2.23,0.51,0.55
6/6/17,30.23,31.06,0,2.15,0.51,0.55
6/7/17,29.25,32.5,0,1.84,0.5,0.54
6/8/17,24.84,44,0,2.04,0.5,0.54
6/9/17,22.65,62,0.01,1.92,0.5,0.53
6/10/17,21.94,54.44,0,2.55,0.49,0.53
6/11/17,14.77,62.19,1.29,2.23,0.5,0.53
6/12/17,18.62,64.75,0.09,2.15,0.5,0.53
6/13/17,24.83,49.75,0,2.27,0.48,0.52
6/14/17,29.32,42.81,0,2.3,0.48,0.52
6/15/17,31.4,35.19,0,2.56,0.46,0.52
6/16/17,34.91,39,0,2.43,0.44,0.52
6/17/17,35.76,42.19,0,2.7,0.42,0.51
6/18/17,38.16,35.62,0.23,2.35,0.41,0.51
6/19/17,39.04,33.94,0,2.51,0.39,0.5
6/20/17,38.13,30,0,2.37,0.38,0.5
6/21/17,36.81,34.31,0,2.47,0.38,0.5
6/22/17,38.46,34.25,0,2.16,0.37,0.49
6/23/17,37.14,33.94,0,2.44,0.36,0.49
6/24/17,36.16,35.81,0.45,2.55,0.36,0.49
6/25/17,35.52,29.69,0.01,2.28,0.35,0.48
6/26/17,32.9,27.44,0.03,2.14,0.35,0.48
6/27/17,32.9,28.12,0,2.18,0.34,0.48
6/28/17,32.31,26.25,0,2.29,0.34,0.48
6/29/17,33.19,23.44,0,2.55,0.34,0.48
6/30/17,35.04,25.81,0,2.41,0.34,0.48
7/1/17,32.44,27,0,2.04,0.34,0.48
7/2/17,32.54,27.94,0,2.1,0.34,0.48
7/3/17,32.85,32.25,0,2.26,0.33,0.47
7/4/17,34.42,26.12,0,2.14,0.33,0.47
7/5/17,36.02,26.69,0,2.24,0.32,0.47
7/6/17,37.55,28.88,0.02,2.64,0.31,0.47
7/7/17,39.55,24,0.19,2.34,0.3,0.46
7/8/17,38.96,23.31,0,2.61,0.27,0.46
7/9/17,39.11,16.44,0,2.27,0.25,0.46
7/10/17,37.02,18.06,0,2.45,0.23,0.46
7/11/17,35.3,18.06,0,2.41,0.23,0.46
7/12/17,34.79,18.62,0.05,2.33,0.21,0.46
7/13/17,35.74,23.19,0.18,2.18,0.21,0.46
7/14/17,35.72,19.31,0,2.49,0.2,0.46
7/15/17,37.46,15.5,0,2.57,0.19,0.46
7/16/17,38.22,18,0,2.58,0.18,0.46
7/17/17,37.9,15.75,0,2.89,0.18,0.46
7/18/17,35.01,11.06,0,2.1,0.17,0.45
7/19/17,33.74,13.5,0,2.26,0.16,0.45
7/20/17,33.35,20.25,0,2.57,0.16,0.45
7/21/17,33.34,21.75,0,2.41,0.16,0.45
7/22/17,35.92,21.25,0,2.39,0.16,0.45
7/23/17,37.03,18.19,0.09,2.2,0.16,0.45
7/24/17,33.23,24.56,0.09,2.35,0.15,0.45
7/25/17,33.22,31.56,0.48,2.38,0.16,0.45
7/26/17,33.63,36,0,2.41,0.16,0.45
7/27/17,35.33,29.5,0,2.77,0.16,0.45
7/28/17,36.08,22.31,0,2.37,0.16,0.45
7/29/17,35.05,21,0,2.4,0.16,0.45
7/30/17,35.36,23.06,0,2.44,0.15,0.45
7/31/17,38.76,20.19,0.01,2.16,0.15,0.45
8/1/17,39.95,21.94,0.12,2.01,0.15,0.45
8/2/17,37.42,25,0.09,1.93,0.15,0.45
8/3/17,31.58,33.75,0.67,2.2,0.15,0.45
8/4/17,34.01,38.62,1.86,2.13,0.18,0.46
8/5/17,33.61,33.62,1.15,1.84,0.2,0.46
8/6/17,32.48,34.56,0.06,2.12,0.2,0.46
8/7/17,31.5,31.62,0.04,2.27,0.2,0.46
8/8/17,32.57,25.38,0,2.43,0.2,0.46
8/9/17,32.66,28.06,0.03,2.44,0.2,0.46
8/10/17,33.05,27.06,0.06,2.24,0.19,0.46
8/11/17,33.83,19.06,0,2.42,0.19,0.46
8/12/17,33.96,16.5,0,2.43,0.18,0.46
8/13/17,32.42,17.5,0,2.57,0.17,0.46
8/14/17,29.9,34.19,0,1.8,0.17,0.45
8/15/17,28.65,45.56,0,2.05,0.17,0.45
8/16/17,31,38.12,0.04,2.02,0.17,0.45
8/17/17,33.93,32.5,0.01,1.98,0.16,0.45
8/18/17,35.4,29.06,0.1,1.98,0.16,0.45
8/19/17,34.28,32.94,0.16,2.14,0.16,0.45
8/20/17,33.12,38.06,0.08,2.38,0.16,0.45
8/21/17,32.65,36.81,0.06,2.01,0.16,0.45
8/22/17,32.48,37.19,0.05,2.48,0.16,0.45
8/23/17,32.9,35.19,0.13,2.38,0.16,0.45
8/24/17,33.15,31.75,0.04,2.47,0.16,0.45
8/25/17,34.92,25.69,0.01,2.52,0.16,0.45
8/26/17,37.38,22.69,0.01,2.46,0.16,0.45
8/27/17,37.35,25.88,0.05,2.59,0.16,0.45
8/28/17,39.33,21.81,0.02,2.55,0.15,0.45
